text,published_at,cleaned,sentiment
"감독님 제가 선출도 아니고 일반인이지만 진심을 다해 말씀 한번 올립니다.
올스타 브레이크 전이라 쉼 없이 달려와(우취도 많이 없었음) 투수진들의 이닝수도 많았고 지쳐있음을 알고 있습니다.
물론 필승조가 3회부터 등판할수 없는거 저도 인지하고 있습니다.
하지만 3회말 무사1루 3대3 동점 상황에서 윤영철 선수가 흔들리고 있어서 투교를 한다는건 결국 이 경기를 포기하지않고 끌고 간다는거라고 저는 이해를 했는데
윤영철 선수를 내리고 올리는 선수가 김대유, 이형범 이라면 저는 도저히 이해가 안되네요.
윤영철 선수가 아무리 흔들리고 있다해도 그 선수들을 올릴거였으면 저는 윤영철 선수를 더욱 밀고 갔을거 같네요.
혹시 투교를 한다면 성영탁 선수를 고려하지 못했을까요? 성영탁 선수를 필승조를 쓸게 아니라면 더더욱 이런 상황에서 쓰는게 저는 백번 맞다고 생각이 듭니다.
3회 동점상황에서 김대유, 이형범 선수를 올린다는건 ㅋㅋㅋㅋ..... 그냥 돈주고 간 팬들을 기만하는거라고밖에 생각이 안드네요.
물론 그 선수들을 비하하는건 아닙니다. 모든 선수들의 역할을 분배되어야하고 오늘 3회에서 그 선수들의 역할에 맞게 배치되지 못했다는 생각이 강하게 드네요.
작년 7월31일 애매하게 선수 기용해서 결국 장현식 선수까지 나오게 했던 경기가 생각날뻔했네요.
아무리 야구가 마라톤 같은 스포츠라하더라도 이번 경기처럼 초반에 던져버릴거면 팬들한테 미리 야구보러 오지 말라고 고지라도 해주세요.
돈주고 보는게 너무 아까운 경기라고 생각이듭니다.
감독님 제발 던질거면 신인 선수로 막는다는 생각으로 적극 기용 부탁드립니다. 답도 없는 노장 말고!!",2025-07-08T14:03:18Z,감독님 제가 선출도 아니고 일반인이지만 진심을 다해 말씀 한번 올립니다 올스타 브레이크 전이라 쉼 없이 달려와우취도 많이 없었음 투수진들의 이닝수도 많았고 지쳐있음을 알고 있습니다 필승조가 3회부터 등판할수 없는거 저도 인지하고 있습니다 3회말 무사1루 3대3 동점 상황에서 윤영철 선수가 흔들리고 있어서 투교를 한다는건 경기를 포기하지않고 끌고 간다는거라고 저는 이해를 했는데 윤영철 선수를 내리고 올리는 선수가 김대유 이형범 저는 도저히 이해가 안되네요 윤영철 선수가 아무리 흔들리고 있다해도 선수들을 올릴거였으면 저는 윤영철 선수를 더욱 밀고 갔을거 같네요 투교를 성영탁 선수를 고려하지 못했을까요 성영탁 선수를 필승조를 쓸게 더더욱 상황에서 쓰는게 저는 백번 맞다고 생각이 듭니다 3회 동점상황에서 김대유 이형범 선수를 올린다는건 ㅋㅋㅋㅋ 그냥 돈주고 간 팬들을 기만하는거라고밖에 생각이 안드네요 선수들을 비하하는건 아닙니다 모든 선수들의 역할을 분배되어야하고 오늘 3회에서 선수들의 역할에 맞게 배치되지 못했다는 생각이 강하게 드네요 작년 7월31일 애매하게 선수 기용해서 장현식 선수까지 나오게 했던 경기가 생각날뻔했네요 아무리 야구가 마라톤 같은 스포츠라하더라도 경기처럼 초반에 던져버릴거면 팬들한테 미리 야구보러 오지 말라고 고지라도 해주세요 돈주고 보는게 너무 아까운 경기라고 생각이듭니다 감독님 제발 던질거면 신인 선수로 막는다는 생각으로 적극 기용 부탁드립니다 답도 없는 노장 말고,neutral
김대유는 그렇다치고 이형범을 투입한게 패착!이형범은 얼른 버려라,2025-07-08T14:03:13Z,김대유는 그렇다치고 이형범을 투입한게 패착이형범은 얼른 버려라,negative
상백아 전반기 마무리라도 잘해보자..,2025-07-08T14:02:50Z,상백아 전반기 마무리라도 잘해보자,positive
시즌중반에 6할승률 한화,2025-07-08T14:02:35Z,시즌중반에 6할승률 한화,neutral
엄대양 잼나겠네 ㅋㅋㅋ,2025-07-08T14:02:19Z,엄대양 잼나겠네 ㅋㅋㅋ,positive
진짜 김태연  좀..... 않보고 싶다,2025-07-08T14:02:12Z,진짜 김태연 않보고 싶다,negative
김종수 이색히는 나올때마다 점수주네 불안해서 못보겠다 증말,2025-07-08T14:02:06Z,김종수 이색히는 나올때마다 점수주네 불안해서 못보겠다 증말,negative
우리영철이 함평좀 가서 얼굴좀 검게 만들어서 만나자^^ 다시올때 좋은 모습보여줘^^,2025-07-08T14:01:54Z,우리영철이 함평좀 가서 얼굴좀 검게 만들어서 만나자 다시올때 좋은 모습보여줘,positive
그나저나 한화 야수 타율 실화냐 ㅋㅋㅋ 저타율에 어캐 1등이지,2025-07-08T14:01:54Z,그나저나 한화 야수 타율 실화냐 ㅋㅋㅋ 저타율에 어캐 1등이지,neutral
답없네,2025-07-08T14:01:45Z,답없네,negative
김종수 모냐? 완전 못던지는데 왜 나온거야?,2025-07-08T14:01:45Z,김종수 모냐 완전 못던지는데 나온거야,neutral
김태연 눈이썩는다,2025-07-08T14:01:42Z,김태연 눈이썩는다,negative
임기영이 아직도 잇는게 신기하다,2025-07-08T14:01:35Z,임기영이 아직도 잇는게 신기하다,neutral
영철아 냉정하게 용접부터 배워라,2025-07-08T14:01:25Z,영철아 냉정하게 용접부터 배워라,neutral
근데 플로리얼 말고 리베라토로 교체되면 플로리얼 올스타는 나가고 바이바이 하는거임?,2025-07-08T14:01:10Z,근데 플로리얼 말고 리베라토로 교체되면 플로리얼 올스타는 나가고 바이바이 하는거임,neutral
기아 j밥이네요^^~♡♡,2025-07-08T14:01:00Z,기아 j밥이네요,positive
진짜 오늘 야구 신나게 했다!!!!!!!!!,2025-07-08T14:00:44Z,진짜 오늘 야구 신나게 했다,positive
양철이는 ..,2025-07-08T14:00:35Z,양철이는,neutral
돌멩이 번트 킹받네😮,2025-07-08T14:00:21Z,돌멩이 번트 킹받네,negative
기아가 다음엔 이길꺼다!!,2025-07-08T14:00:19Z,기아가 다음엔 이길꺼다,negative
기아의 패배공식 임기영 ㅋㅋㅋㅋ,2025-07-08T14:00:01Z,기아의 패배공식 임기영 ㅋㅋㅋㅋ,negative
김종수는 그만 좀 쓰자...,2025-07-08T13:59:39Z,김종수는 그만 쓰자,negative
"탱구야?  뭐여!  종수는 어떡하냐?
잘좀 부탁혀",2025-07-08T13:59:35Z,탱구야 뭐여 종수는 어떡하냐 잘좀 부탁혀,neutral
"갸) 솔까 전혀 기대는 안함.. 윤영철 대 문동주..ㅋ
첨에 그래도 비슷하게 갔는데 그냥 와르르..ㅠ",2025-07-08T13:59:30Z,갸 솔까 전혀 기대는 안함 윤영철 대 문동주ㅋ 첨에 비슷하게 갔는데 그냥 와르르ㅠ,neutral
한화는 오바만 꾸준히 가면 월급 꽁돈임,2025-07-08T13:59:23Z,한화는 오바만 꾸준히 가면 월급 꽁돈임,positive
1점차로 10점차로지나 똑같다 잘졌다 너무몰아치는것도 좋은건아님 기아도 롯데전에13점뽑고나서 다음날 안좋더라,2025-07-08T13:59:17Z,1점차로 10점차로지나 똑같다 잘졌다 너무몰아치는것도 좋은건아님 기아도 롯데전에13점뽑고나서 다음날 안좋더라,negative
기아 불펜은 그냥 타율제조기이그만 ㅋ,2025-07-08T13:59:16Z,기아 불펜은 그냥 타율제조기이그만 ㅋ,neutral
드가자 한화,2025-07-08T13:59:14Z,드가자 한화,negative
이게 1등 버프인가.,2025-07-08T13:59:12Z,이게 1등 버프인가,negative
내일은 엄씨니깐 경기 안봐야겟네,2025-07-08T13:59:10Z,내일은 엄씨니깐 경기 안봐야겟네,negative
리얼이 미안하다... 아직 안갔니..?,2025-07-08T13:59:07Z,리얼이 미안하다 아직 안갔니,neutral
상백아 낼은 편하게 볼라니까 편하게던져라 마음의 준비됐다.,2025-07-08T13:59:01Z,상백아 낼은 편하게 볼라니까 편하게던져라 마음의 준비됐다,neutral
"아진짜 김태연 볼때마다 
짜증나네..저쉬운타구를
박찬호 실책은 리베타구가
워낙 강했으니 그렇다 처두
와 김태연 저 병맛수비는..
오늘 기아 이진급 투수들한테
2안타 쳣다고 티내냐",2025-07-08T13:58:45Z,아진짜 김태연 볼때마다 짜증나네저쉬운타구를 박찬호 실책은 리베타구가 워낙 강했으니 그렇다 처두 김태연 병맛수비는 오늘 기아 이진급 투수들한테 2안타 쳣다고 티내냐,negative
내일은.. 볼 자신이 없어 미안해요 독수리들 😢..,2025-07-08T13:58:45Z,내일은 볼 자신이 없어 미안해요 독수리들,negative
포수가 바뀌면 위태위태 ..,2025-07-08T13:58:09Z,포수가 바뀌면 위태위태,negative
기아 너내 그러다 6위까지 갈수도 있다 ㅋㅋ,2025-07-08T13:58:05Z,기아 너내 그러다 6위까지 갈수도 ㅋㅋ,neutral
종수야!!!! 탱구야!!!!!,2025-07-08T13:57:52Z,종수야 탱구야,neutral
독수리는 호랑이를 찢어..,2025-07-08T13:57:44Z,독수리는 호랑이를 찢어,negative
이범호를 바꾸라,2025-07-08T13:57:40Z,이범호를 바꾸라,positive
돌맹 잘한다~~~,2025-07-08T13:57:39Z,돌맹 잘한다,positive
나는 13:34 엄상백이 왜 웃는지 이해를 할 수 없다. 하….. 승승승승엄 예상한다,2025-07-08T13:57:39Z,나는 1334 엄상백이 웃는지 이해를 할 수 없다 승승승승엄 예상한다,negative
"오늘 이겨서 괜히 기대를 하게 되네..😅
낼 엄이지만 혹시 몰라.....
.............ㅠㅠㅠ",2025-07-08T13:57:34Z,오늘 이겨서 괜히 기대를 하게 되네 낼 엄이지만 몰라 ㅠㅠㅠ,neutral
빠따가 살아났어 ㅠ,2025-07-08T13:57:10Z,빠따가 살아났어 ㅠ,negative
"한화는 돈좀 더쓰지
2만도 못들어가는 신구장 
참 쫌생이같어",2025-07-08T13:57:06Z,한화는 돈좀 더쓰지 2만도 못들어가는 신구장 쫌생이같어,negative
"찬호가 멋진 호수비 하는 경우도 있지만 간혹 생각지 못한 장면에서 캐치 실수나 송구 실수로 어이 없는 경우가 있는데, 오늘 빅매치에서..",2025-07-08T13:57:04Z,찬호가 멋진 호수비 하는 경우도 있지만 간혹 생각지 못한 장면에서 캐치 실수나 송구 실수로 없는 경우가 있는데 오늘 빅매치에서,neutral
리베라토 네이마르 닮지 않음???,2025-07-08T13:56:59Z,리베라토 네이마르 닮지 않음,neutral
플로리얼 잊혀진 한화팬이라면 개추,2025-07-08T13:56:59Z,플로리얼 잊혀진 한화팬이라면 개추,positive
"윤엥철 임기엥
쉬어가자는거지 머",2025-07-08T13:56:53Z,윤엥철 임기엥 쉬어가자는거지 머,neutral
요즘 기아 빠따 미쳐서 쫄았는데..역시나 강하네,2025-07-08T13:56:51Z,요즘 기아 빠따 미쳐서 쫄았는데역시나 강하네,neutral
막판에 기아 타자들 감잡아주느냐 수고 많았다 내일은 한화가 저렇게 지겄다,2025-07-08T13:56:45Z,막판에 기아 타자들 감잡아주느냐 수고 많았다 내일은 한화가 저렇게 지겄다,negative
한국선수들이 착하다. 1회때 위즈덤이 일부러 밀었는데 이원석이 손목부상 당할뻔. 미국이었으면 주먹나감.,2025-07-08T13:56:39Z,한국선수들이 착하다 1회때 위즈덤이 일부러 밀었는데 이원석이 손목부상 당할뻔 미국이었으면 주먹나감,neutral
"감독님 김종수선수 누구보다 열심히 하고 최선을 다하는 선수인건 애저녁에 알았는데 이제 그만 2군으로 내리셔요ㅠ 중간에서 나올때마다 불안불안 점수 내주는거 원투데이 본것도 아니라서 내리시고 다른 투수 올리세요! 제발요~ 1군은에서는 이런선수고 저런선수고, 그런거 필요없고 성적으로 실력으로 보여줘야 하는 곳 입니다",2025-07-08T13:56:21Z,감독님 김종수선수 누구보다 열심히 하고 최선을 다하는 선수인건 애저녁에 알았는데 이제 그만 2군으로 내리셔요ㅠ 중간에서 나올때마다 불안불안 점수 내주는거 원투데이 본것도 아니라서 내리시고 투수 올리세요 제발요 1군은에서는 이런선수고 저런선수고 그런거 필요없고 성적으로 실력으로 보여줘야 하는 곳 입니다,neutral
이정도 점수차라서 허인서 타석 한번 보나 했는데 어림없지 ... ㅠ^ㅠ,2025-07-08T13:55:46Z,이정도 점수차라서 허인서 타석 한번 보나 했는데 어림없지 ㅠㅠ,negative
캐스터 전라도 인증각이냐????,2025-07-08T13:55:40Z,캐스터 전라도 인증각이냐,neutral
"8실점은 김태연의 지분이 정말 컸습니다.
3대3동점상황도 김태연의 점프력 쩌는 수비로 2루타를 내준 시점에서 시작이었죠.
만루홈런을 맞은 것도 김태연의 평범한 땅볼 실책부터 시작됐죠.. 병살코스였는데말이에요
수비의 중요성을 다시 깨닫습니다",2025-07-08T13:55:39Z,8실점은 김태연의 지분이 정말 컸습니다 3대3동점상황도 김태연의 점프력 쩌는 수비로 2루타를 내준 시점에서 시작이었죠 만루홈런을 맞은 것도 김태연의 평범한 땅볼 실책부터 시작됐죠 병살코스였는데말이에요 수비의 중요성을 다시 깨닫습니다,negative
심봉사가 눈을 떳다,2025-07-08T13:55:38Z,심봉사가 눈을 떳다,negative
심우준 마저 살아났다 전반기 끝나가니까 빠따들이 살아난게 난 오히려 두렵다 올스타 브레이크가 어떤 가뭄을 불러일으킬지.... 그래도 지금을 즐기자 ㅅㅅ,2025-07-08T13:55:33Z,심우준 살아났다 전반기 끝나가니까 빠따들이 살아난게 난 두렵다 올스타 브레이크가 가뭄을 불러일으킬지 지금을 즐기자 ㅅㅅ,negative
태연아 개빡쳐서 수정 삼겹살가서 라면 먹고 왔다,2025-07-08T13:55:28Z,태연아 개빡쳐서 수정 삼겹살가서 라면 먹고 왔다,neutral
심우준 타격 살아나서 다행❤,2025-07-08T13:55:17Z,심우준 타격 살아나서 다행,positive
아니 무슨 박살을 냈네. 기아 투수 바꿀때마다 바꾸는 애들 다 조지노,2025-07-08T13:55:16Z,박살을 냈네 기아 투수 바꿀때마다 바꾸는 애들 다 조지노,negative
그리고 문거김문거김 조롱하더니 니네 김도영은 군면제 아직까지 못 받은거 모름?ㅋㅋㅋㅋㅋㅋㅋ군면제도 못받았으면서 문거김 ㅈㄹ하는거 ㅈㄴ어이없음ㅋㅋㅋㅋㅋ햄스 달고사는 놈 누가 국대 데려가는데😊 ㅋㅋㅋㅋ,2025-07-08T13:55:00Z,문거김문거김 조롱하더니 니네 김도영은 군면제 아직까지 못 받은거 모름ㅋㅋㅋㅋㅋㅋㅋ군면제도 못받았으면서 문거김 ㅈㄹ하는거 ㅈㄴ어이없음ㅋㅋㅋㅋㅋ햄스 달고사는 놈 누가 국대 데려가는데 ㅋㅋㅋㅋ,negative
(병살타 4개+만리런 맞기)하고도 넉넉한 점수차로 이기네 ㅋㅋㅋㅋ 내일은 엄사장 나와서 포기하는 경기인데 오늘 이겨 참으로 다행임 ㅋㅋㅋㅋ,2025-07-08T13:54:56Z,병살타 4개만리런 맞기하고도 넉넉한 점수차로 이기네 ㅋㅋㅋㅋ 내일은 엄사장 나와서 포기하는 경기인데 오늘 이겨 참으로 다행임 ㅋㅋㅋㅋ,neutral
즈덤아 그래도 만루홈런 고맙다...ㅠ,2025-07-08T13:54:53Z,즈덤아 만루홈런 고맙다ㅠ,positive
타선이 터지니 보기가 아주 좋네요~ 한화 화이팅!,2025-07-08T13:54:45Z,타선이 터지니 보기가 아주 좋네요 한화 화이팅,neutral
최형우 노가다 잘하게 생겼는데 엄상백만 제 노릇 못하는구만,2025-07-08T13:54:42Z,최형우 노가다 잘하게 생겼는데 엄상백만 노릇 못하는구만,neutral
"진짜~~김태연은 2군 투수들 상대로 안타 쳤다고~~그것도 안타 못치면 야구 때려 쳐야지~~

안타도 못치면 수비라도 실수른 하지 말아야지~~이건 뭐 잊을라면 수비 실수나하고 그렇다고 타석에서 안타를 잘치나 그것도 아니고~~~

빨리 2군좀 가라~~감독은 김태연한테 뭐 얻어 먹었냐~~왜이리 기회를 많이 주는지 모르겠다",2025-07-08T13:54:38Z,진짜김태연은 2군 투수들 상대로 안타 쳤다고그것도 안타 못치면 야구 때려 쳐야지 안타도 못치면 수비라도 실수른 하지 말아야지이건 뭐 잊을라면 수비 실수나하고 그렇다고 타석에서 안타를 잘치나 그것도 아니고 빨리 2군좀 가라감독은 김태연한테 뭐 얻어 먹었냐왜이리 기회를 많이 주는지 모르겠다,neutral
오늘 아주 잘했구먼❤,2025-07-08T13:54:30Z,오늘 아주 잘했구먼,positive
탱구는 1루 보면서 상대타자하고 먼 이바구를 그렇게 자주하냐? 꼴 보기 싫구로...정신 상태가 썩었다. 야구나 잘해라.,2025-07-08T13:54:29Z,탱구는 1루 보면서 상대타자하고 먼 이바구를 그렇게 자주하냐 꼴 보기 싫구로정신 상태가 썩었다 야구나 잘해라,neutral
오늘 이겨서 위닝시리즈 욕심나는 한화팬 추천 부탁,2025-07-08T13:54:21Z,오늘 이겨서 위닝시리즈 욕심나는 한화팬 추천 부탁,negative
심우준 요즘 잘하는거 보니까 내가 다 뿌듯하면 개추,2025-07-08T13:54:05Z,심우준 요즘 잘하는거 보니까 내가 다 뿌듯하면 개추,neutral
왜 윤영철 빨리 내렸는지 이해못하겠넹으ㅡ,2025-07-08T13:54:01Z,윤영철 빨리 내렸는지 이해못하겠넹으ㅡ,neutral
임기영 배팅볼투수에요?,2025-07-08T13:53:52Z,임기영 배팅볼투수에요,positive
😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅,2025-07-08T13:53:49Z,,positive
엄....업화이트 그는 우리의 최약체다 그 부터 꺾고와라,2025-07-08T13:53:47Z,엄업화이트 그는 우리의 최약체다 꺾고와라,positive
잘하네..ㅎ,2025-07-08T13:53:38Z,잘하네ㅎ,neutral
"ㅋㅋㅋ 다이너마이트 최강한화 속이 뻥~~
여름 계곡? ㄴㄴ
한화이글스 야구경기로
피서 가즈아~~~",2025-07-08T13:53:38Z,ㅋㅋㅋ 다이너마이트 최강한화 속이 뻥 여름 계곡 ㄴㄴ 한화이글스 야구경기로 피서 가즈아,negative
이대호의 달리기가 빠를지 이재원이 빠를지 진심 궁금하다!,2025-07-08T13:53:35Z,이대호의 달리기가 빠를지 이재원이 빠를지 진심 궁금하다,neutral
"총력전 펼친다면서 2이닝만에 선발 내리고 올린게 평자책 12점 트리오 김대유이형범임기영인게 총력전이냐 ㅋㅋㅋㅋ
윤영철 그대로 뒀어도 9점은 안 먹었겠다.",2025-07-08T13:53:30Z,총력전 펼친다면서 2이닝만에 선발 내리고 올린게 평자책 12점 트리오 김대유이형범임기영인게 총력전이냐 ㅋㅋㅋㅋ 윤영철 그대로 뒀어도 9점은 안 먹었겠다,negative
김성근...도 못 한 1등을 김경문이가 하는 걸 보면...김성근이 야구는 별 볼 일 없는 야구...아닌가??,2025-07-08T13:53:10Z,김성근도 못 한 1등을 김경문이가 하는 걸 보면김성근이 야구는 별 볼 없는 야구아닌가,neutral
한화는 강팀입니다.,2025-07-08T13:53:05Z,한화는 강팀입니다,positive
3대3에서 이형범 올렸을때 게임 던진거다. 아니 어떻게 박빙에서 이형범 임기영을 올릴 생각을하지 감독이나 투코나 차라리 경험치나 주게 김태형을 올려라 그리고 양현종/네일이면 오늘 불펜 쓰는게 맞는데 오늘은 명백히 투수운영 잘못해서 겜 날린거다.,2025-07-08T13:52:36Z,3대3에서 이형범 올렸을때 게임 던진거다 박빙에서 이형범 임기영을 올릴 생각을하지 감독이나 투코나 경험치나 주게 김태형을 올려라 양현종네일이면 오늘 불펜 쓰는게 맞는데 오늘은 명백히 투수운영 잘못해서 겜 날린거다,neutral
리베로또 넌 진짜 로또다❤️,2025-07-08T13:52:35Z,리베로또 넌 진짜 로또다,neutral
후반 집중력이 떨어지는 한화~ 잘했네 그래도~,2025-07-08T13:52:25Z,후반 집중력이 떨어지는 한화 잘했네,neutral
엄상백 볼 진짜 무조건 낮게 던져라. 얼굴 상기되서 고개 갸우뚱하지 말고. 한 가운데서 살짝 들리는 130km대 배팅볼을 던지면서 납득이 안 가냐?,2025-07-08T13:52:20Z,엄상백 볼 진짜 무조건 낮게 던져라 얼굴 상기되서 고개 갸우뚱하지 말고 한 가운데서 살짝 들리는 130km대 배팅볼을 던지면서 납득이 안 가냐,neutral
14점이요...? 네?,2025-07-08T13:52:08Z,14점이요,positive
이번시리즈 루징예상햇는데 1승챙겨가네 ㅋㅋ 위닝가져갈지도,2025-07-08T13:51:55Z,이번시리즈 루징예상햇는데 1승챙겨가네 ㅋㅋ 위닝가져갈지도,negative
오늘 이겨서 내일 맘 편히 봐야지,2025-07-08T13:51:51Z,오늘 이겨서 내일 맘 편히 봐야지,negative
결과론이지만 영철이를 너무 일찍 내린게 아닌가 싶네요,2025-07-08T13:51:42Z,결과론이지만 영철이를 너무 일찍 내린게 아닌가 싶네요,neutral
엘팬인데 한화 50승 선착 축하드려요 같이 올라가봅시다!,2025-07-08T13:51:41Z,엘팬인데 한화 50승 선착 축하드려요 올라가봅시다,neutral
기아도 저력이 만만치 안어요.. 8점까지 따라온거 보면..,2025-07-08T13:51:37Z,기아도 저력이 만만치 안어요 8점까지 따라온거 보면,negative
그..지나가는 야알못입니다 기아 투수진이 못한건가요...한화가 잘친건가요..??? 한화가 이렇게 빵빵 때리는 하이라이트를 본적이 없는거 같은데....ㅋㅋ,2025-07-08T13:51:29Z,그지나가는 야알못입니다 기아 투수진이 못한건가요한화가 잘친건가요 한화가 이렇게 빵빵 때리는 하이라이트를 본적이 없는거 같은데ㅋㅋ,neutral
만루는 무서웠어 ㄷㄷㄷㄷ,2025-07-08T13:51:27Z,만루는 무서웠어 ㄷㄷㄷㄷ,neutral
요새 황영묵은 2군 갔나요? 안 보이넹 ㅠ,2025-07-08T13:51:23Z,요새 황영묵은 2군 갔나요 안 보이넹 ㅠ,neutral
"낼은
패상벽이라
어차피 패할거니까
주전들 한번 쉬게해주세요",2025-07-08T13:51:21Z,낼은 패상벽이라 어차피 패할거니까 주전들 한번 쉬게해주세요,negative
타팀팬 입장에서 보면 1회 박찬호 실책이 경기분위기를 내준듯..,2025-07-08T13:51:02Z,타팀팬 보면 1회 박찬호 실책이 경기분위기를 내준듯,neutral
고향팀에 대한 사랑 이해합니다.,2025-07-08T13:50:45Z,고향팀에 대한 사랑 이해합니다,positive
내일은 엄상백이다... 좀 해 줘 😢,2025-07-08T13:50:42Z,내일은 엄상백이다 해 줘,positive
윤영철은 썩었어,2025-07-08T13:50:32Z,윤영철은 썩었어,negative
기아는 하나같이 제대로 공던지지는 투수가 없네~~ 참 한심하다. 정말 ㅋㅋㅋㅋ~~ 네일 아님 없제????,2025-07-08T13:50:20Z,기아는 하나같이 제대로 공던지지는 투수가 없네 한심하다 정말 ㅋㅋㅋㅋ 네일 아님 없제,neutral
노시환 풀타임뛰엇는데 남은 2경기 휴식주자 이도윤 3루 세우고 그리고 포수들 휴식도 줄겸 내일 경기는 허인서 선발써주면 안되나,2025-07-08T13:50:17Z,노시환 풀타임뛰엇는데 남은 2경기 휴식주자 이도윤 3루 세우고 포수들 휴식도 줄겸 내일 경기는 허인서 선발써주면 안되나,negative
태연아!!!!!!!!!! ㅅㅂ 정신좀 차리자 이번 시즌 도대체 뭐냐,2025-07-08T13:49:52Z,태연아 ㅅㅂ 정신좀 차리자 시즌 도대체 뭐냐,neutral
날더운디 고생햇다니깨유,2025-07-08T13:49:48Z,날더운디 고생햇다니깨유,positive
낼은 포기하고 맘편히봅시다 상백이라 승리는 어렵습니다!~,2025-07-08T13:49:48Z,낼은 포기하고 맘편히봅시다 상백이라 승리는 어렵습니다,neutral
기아 705 랜더스경기,2025-07-08T13:49:46Z,기아 705 랜더스경기,positive
기아  투수들  머임  방어율 10점대  3명이나  내보내다니   실화냐  ㅋㅋㅋㅋㅋ,2025-07-08T13:49:44Z,기아 투수들 머임 방어율 10점대 3명이나 내보내다니 실화냐 ㅋㅋㅋㅋㅋ,neutral
호랭이 잡는건 독수리뿐이구나 ㅋㅋ😅😅,2025-07-08T13:49:41Z,호랭이 잡는건 독수리뿐이구나 ㅋㅋ,negative
아 호랑이 쉽다,2025-07-08T13:49:36Z,호랑이 쉽다,neutral
"그래도 종수는 봐주고 싶다 ㅋㅋ
김태연이 병살 투아웃 타구로 시작하는 이닝을 노아웃 12루로 만들어줘서 만루런 당한거라
진짜 김태연은 정이 안가",2025-07-08T13:49:35Z,종수는 봐주고 싶다 ㅋㅋ 김태연이 병살 투아웃 타구로 시작하는 이닝을 노아웃 12루로 만들어줘서 만루런 당한거라 진짜 김태연은 정이 안가,neutral
좋갰다 기아는 내일 무조건 1승추가해서,2025-07-08T13:49:33Z,좋갰다 기아는 내일 무조건 1승추가해서,negative
하루의 고단함을 잊게 해줘서 고맙습니다,2025-07-08T13:49:31Z,하루의 고단함을 잊게 해줘서 고맙습니다,neutral
이럴때마다 드는 생각.. 점수 할부 안되나..,2025-07-08T13:49:18Z,이럴때마다 드는 생각 점수 할부 안되나,neutral
러브레터 진짜 개.잘친다 ....,2025-07-08T13:49:14Z,러브레터 진짜 개잘친다,negative
"내일 : 엄상백 
몇점을 내주던 100구 까지 내리지 말자 팀 아끼자",2025-07-08T13:49:05Z,내일 엄상백 몇점을 내주던 100구 내리지 말자 팀 아끼자,negative
오늘 특이하게 대량득점인데 홈런이없네 14점이면 홈런 몇번 터졌을줄 알았는데,2025-07-08T13:48:58Z,오늘 특이하게 대량득점인데 홈런이없네 14점이면 홈런 몇번 터졌을줄 알았는데,neutral
개아 ㅈ밥이구만 ㅋㅋㅋㅋ,2025-07-08T13:48:52Z,개아 ㅈ밥이구만 ㅋㅋㅋㅋ,neutral
"총력전 펼친다면서 2이닝만에 선발 내리고 올린게 평자책 12점 트리오 김대유이형범임기영인게 총력전이냐 ㅋㅋㅋㅋ
윤영철 그대로 뒀어도 9점은 안 먹었겠다.",2025-07-08T13:48:51Z,총력전 펼친다면서 2이닝만에 선발 내리고 올린게 평자책 12점 트리오 김대유이형범임기영인게 총력전이냐 ㅋㅋㅋㅋ 윤영철 그대로 뒀어도 9점은 안 먹었겠다,negative
"혹시 기아전 위닝에나 스윕하규 전반기 마치면
후반기
진짜 좀 편하게 갈 수 있다

해보자",2025-07-08T13:48:43Z,기아전 위닝에나 스윕하규 전반기 마치면 후반기 진짜 편하게 갈 수 해보자,neutral
기아 감독님!!!!!!!!! 투수들 정신교육은 언제 하나요!!!!!!!!!!!!!!!!!!!!!!8점을  따도 지면 어떡합니까!!!!!!!!!!!!!!!!!!! 기아 감독님 ㅠ.ㅠ,2025-07-08T13:48:28Z,기아 감독님 투수들 정신교육은 하나요8점을 따도 지면 어떡합니까 기아 감독님 ㅠㅠ,neutral
이동욱 이분 해설이 너무 재미없음;;,2025-07-08T13:48:24Z,이동욱 이분 해설이 너무 재미없음,neutral
3이닝 5실점 상백 정식 나온다 ㅇㅇ 낼 기대 ㄴㄴ,2025-07-08T13:48:16Z,3이닝 5실점 상백 정식 나온다 ㅇㅇ 낼 기대 ㄴㄴ,negative
이렇게 된거 내일 엄상백 2승 챙기자... 양현종도 평자책 5점대야 할만해,2025-07-08T13:48:04Z,이렇게 된거 내일 엄상백 2승 챙기자 양현종도 평자책 5점대야 할만해,positive
"오늘은 한화 타격이 조금 흐믓하군...ㅋㅋ  
한 40대 0으로 이겨서 기아의 코를 아주 납작하게 만들어줬어야 하는건데 그게 살짝 아쉽다.ㅋㅋ",2025-07-08T13:48:00Z,오늘은 한화 타격이 흐믓하군ㅋㅋ 한 40대 0으로 이겨서 기아의 코를 아주 납작하게 만들어줬어야 하는건데 그게 살짝 아쉽다ㅋㅋ,neutral
심우준 드디어 살아나는건가?? ㅎㅎ 노시환도 얼릉 반등하자!!! 타율은 낮지만 그래도 용병제외하곤 홈런 1위!!,2025-07-08T13:48:00Z,심우준 드디어 살아나는건가 ㅎㅎ 노시환도 얼릉 반등하자 타율은 낮지만 용병제외하곤 홈런 1위,neutral
기아 불팬은 뭐죄다 자책점이 10이냐 ㅋㅋㅋ,2025-07-08T13:47:49Z,기아 불팬은 뭐죄다 자책점이 10이냐 ㅋㅋㅋ,negative
