text,published_at,cleaned,sentiment,date
"엄상백 내일 5,6 이닝 까지 버티면 좋겠지만 4 이닝 까지 만이라도 버텨줘 ㅠㅠ 타선들도 오늘 처럼 만 해줘",2025-07-08 14:07:20+00:00,엄상백 내일 56 이닝 버티면 좋겠지만 4 이닝 만이라도 버텨줘 ㅠㅠ 타선들도 오늘 처럼 만 해줘,negative,2025-07-08
"한화는 중간계투진 정신안차리면 정규리그 1등한다고 해도 한국시리즈 우승어렵다
단기전에서는 한번의 흐름으 하나의 안타로 흐름이 바뀌는데
한화 중간계투는 나오는 선수마다 안타없이 넘어가는 이닝을 거의 보지 못했다
농구에서도 정규리그 우승해놓고 결승 토너먼트에서 무너지는 경우 많아
올해 sk랑 lg가 그랬다  단기전은 상대편을 마음가짐이나 달라진다. 한화는 정말 중간불펜이 문제야 문제 이걸 해결하지 못하면
올해 정규리그 우승해도 절대 한국시리즈 우승못한다 단기전은 응집력인데 정말 답답한 한화중간 필패조",2025-07-08 14:07:07+00:00,한화는 중간계투진 정신안차리면 정규리그 1등한다고 해도 한국시리즈 우승어렵다 단기전에서는 한번의 흐름으 하나의 안타로 흐름이 바뀌는데 한화 중간계투는 나오는 선수마다 안타없이 넘어가는 이닝을 보지 못했다 농구에서도 정규리그 우승해놓고 결승 토너먼트에서 무너지는 경우 많아 올해 sk랑 lg가 그랬다 단기전은 상대편을 마음가짐이나 달라진다 한화는 정말 중간불펜이 문제야 문제 이걸 해결하지 못하면 올해 정규리그 우승해도 절대 한국시리즈 우승못한다 단기전은 응집력인데 정말 답답한 한화중간 필패조,neutral,2025-07-08
내일 엄상백이네 기아 승이다 맘 편히 타팀 경기나 바야겠다 엄상색 이 인간은 1회 부터 두들겨 맞아서 기대감 1도 없음 엄상백하고 계약하자고 나댄 인간 감사에 착수하라고 한화회장에게 멜 보냈다 아마도 엄상백 에이전트하고 짜고 엄상백에게 갈 돈 반은 지가 먹는것이 아닌가 의심 스러움 엄상백이라서 맘 내려놓으니 맘이 안정적이다  기대치도 없고 엄상백 대신 차라리 유망주 신인을 던지게 하자  엄상백에 줄 돈이 아깝긴하지만 어쩌겠어 미래라도 밟게 신인선수들 경험이나 쌓게 해주는게 헐 이익이지 어차피 패 할바에야,2025-07-08 14:06:49+00:00,내일 엄상백이네 기아 승이다 맘 편히 타팀 경기나 바야겠다 엄상색 인간은 1회 두들겨 맞아서 기대감 1도 없음 엄상백하고 계약하자고 나댄 인간 감사에 착수하라고 한화회장에게 멜 보냈다 아마도 엄상백 에이전트하고 짜고 엄상백에게 갈 돈 반은 지가 먹는것이 아닌가 의심 스러움 엄상백이라서 맘 내려놓으니 맘이 안정적이다 기대치도 없고 엄상백 대신 유망주 신인을 던지게 하자 엄상백에 줄 돈이 아깝긴하지만 어쩌겠어 미래라도 밟게 신인선수들 경험이나 쌓게 해주는게 헐 이익이지 어차피 패 할바에야,neutral,2025-07-08
한화가 팀분위기가 너무너무너무 좋네요ㅎ 국내외선수 모두 함박웃음ㅋ,2025-07-08 14:06:47+00:00,한화가 팀분위기가 너무너무너무 좋네요ㅎ 국내외선수 함박웃음ㅋ,neutral,2025-07-08
기아의 설레발~,2025-07-08 14:06:36+00:00,기아의 설레발,positive,2025-07-08
"3회 3:3 49개 던진 윤영철 퀵후크 하고

윤영철보다 아웃카운트 못잡는 김대유 이형범 임기영 투입ㅋㅋ

감독이 돌대가리임 그냥ㅋㅋㅋ",2025-07-08 14:06:35+00:00,3회 33 49개 던진 윤영철 퀵후크 하고 윤영철보다 아웃카운트 못잡는 김대유 이형범 임기영 투입ㅋㅋ 감독이 돌대가리임 그냥ㅋㅋㅋ,neutral,2025-07-08
요즘 진짜 날아다니네...넘 이쁘네 ㅎㅎ,2025-07-08 14:06:14+00:00,요즘 진짜 날아다니네넘 이쁘네 ㅎㅎ,negative,2025-07-08
한화는 그냥 잘되는 집 ㅋㅋ 이유없이 그냥 다 잘풀림. 진짜 한국화약 본업마냥 다이나마이트 타선이구먼,2025-07-08 14:06:13+00:00,한화는 그냥 잘되는 집 ㅋㅋ 이유없이 그냥 다 잘풀림 진짜 한국화약 본업마냥 다이나마이트 타선이구먼,neutral,2025-07-08
와 타격 뭔데 보약 한 번 자시더니 아주 신바람 야구를 하는구나 한화야 ㅅㅅㅅㅅㅅㅅ,2025-07-08 14:06:09+00:00,타격 뭔데 보약 한 번 자시더니 아주 신바람 야구를 하는구나 한화야 ㅅㅅㅅㅅㅅㅅ,neutral,2025-07-08
아따 한화 무섭네이,2025-07-08 14:06:01+00:00,아따 한화 무섭네이,negative,2025-07-08
심우준 이렇게만 하자!!!!!!!!!!!!,2025-07-08 14:05:48+00:00,심우준 이렇게만 하자,neutral,2025-07-08
엄상백은 아무래도 버려야겠지?,2025-07-08 14:05:45+00:00,엄상백은 아무래도 버려야겠지,negative,2025-07-08
이형범 임기영은 그냥 은퇴하자,2025-07-08 14:05:22+00:00,이형범 임기영은 그냥 은퇴하자,neutral,2025-07-08
기아투수들은 베팅볼수준이네.,2025-07-08 14:05:19+00:00,기아투수들은 베팅볼수준이네,positive,2025-07-08
자 이제 누가 우승후보지?,2025-07-08 14:05:16+00:00,이제 누가 우승후보지,positive,2025-07-08
"엄상백 진짜 내일도 지는거야??
그럼 어따써먹냐",2025-07-08 14:05:14+00:00,엄상백 진짜 내일도 지는거야 어따써먹냐,negative,2025-07-08
업봌ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2025-07-08 14:05:02+00:00,업봌ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,positive,2025-07-08
만루홈런도 경기를 뒤집지 못 했네. 8 점 이나 내다니 솔직히 기아는 좀 무섭다.,2025-07-08 14:04:57+00:00,만루홈런도 경기를 뒤집지 못 했네 8 점 이나 내다니 솔직히 기아는 무섭다,negative,2025-07-08
잘 몰라서 그러는데 원래 사직은 홈팀 홈런만 불 끄고 빠밤빠밤해주나요??,2025-07-08 14:04:53+00:00,잘 몰라서 그러는데 원래 사직은 홈팀 홈런만 불 끄고 빠밤빠밤해주나요,negative,2025-07-08
그래 이게 1위팀의 경기다,2025-07-08 14:04:17+00:00,이게 1위팀의 경기다,positive,2025-07-08
윤영철 진짜 안보고싶다,2025-07-08 14:04:08+00:00,윤영철 진짜 안보고싶다,negative,2025-07-08
"윤영철 선수가 못한게 아니다.
내려가자마자 한이닝에 4실점 이였다",2025-07-08 14:03:59+00:00,윤영철 선수가 못한게 아니다 내려가자마자 한이닝에 4실점 이였다,negative,2025-07-08
왜 잘하는건데..,2025-07-08 14:03:57+00:00,잘하는건데,neutral,2025-07-08
"와 드디어 두번째 스포츠 소원이 이루어지나..
손흥민 우승컵드는거랑 한화 리그우승 하는거 보는거였는데 진짜 ㅋㅋ",2025-07-08 14:03:53+00:00,드디어 두번째 스포츠 소원이 이루어지나 손흥민 우승컵드는거랑 한화 리그우승 하는거 보는거였는데 진짜 ㅋㅋ,neutral,2025-07-08
"감독님 제가 선출도 아니고 일반인이지만 진심을 다해 말씀 한번 올립니다.
올스타 브레이크 전이라 쉼 없이 달려와(우취도 많이 없었음) 투수진들의 이닝수도 많았고 지쳐있음을 알고 있습니다.
물론 필승조가 3회부터 등판할수 없는거 저도 인지하고 있습니다.
하지만 3회말 무사1루 3대3 동점 상황에서 윤영철 선수가 흔들리고 있어서 투교를 한다는건 결국 이 경기를 포기하지않고 끌고 간다는거라고 저는 이해를 했는데
윤영철 선수를 내리고 올리는 선수가 김대유, 이형범 이라면 저는 도저히 이해가 안되네요.
윤영철 선수가 아무리 흔들리고 있다해도 그 선수들을 올릴거였으면 저는 윤영철 선수를 더욱 밀고 갔을거 같네요.
혹시 투교를 한다면 성영탁 선수를 고려하지 못했을까요? 성영탁 선수를 필승조를 쓸게 아니라면 더더욱 이런 상황에서 쓰는게 저는 백번 맞다고 생각이 듭니다.
3회 동점상황에서 김대유, 이형범 선수를 올린다는건 ㅋㅋㅋㅋ..... 그냥 돈주고 간 팬들을 기만하는거라고밖에 생각이 안드네요.
물론 그 선수들을 비하하는건 아닙니다. 모든 선수들의 역할을 분배되어야하고 오늘 3회에서 그 선수들의 역할에 맞게 배치되지 못했다는 생각이 강하게 드네요.
작년 7월31일 애매하게 선수 기용해서 결국 장현식 선수까지 나오게 했던 경기가 생각날뻔했네요.
아무리 야구가 마라톤 같은 스포츠라하더라도 이번 경기처럼 초반에 던져버릴거면 팬들한테 미리 야구보러 오지 말라고 고지라도 해주세요.
돈주고 보는게 너무 아까운 경기라고 생각이듭니다.
감독님 제발 던질거면 신인 선수로 막는다는 생각으로 적극 기용 부탁드립니다. 답도 없는 노장 말고!!",2025-07-08 14:03:18+00:00,감독님 제가 선출도 아니고 일반인이지만 진심을 다해 말씀 한번 올립니다 올스타 브레이크 전이라 쉼 없이 달려와우취도 많이 없었음 투수진들의 이닝수도 많았고 지쳐있음을 알고 있습니다 필승조가 3회부터 등판할수 없는거 저도 인지하고 있습니다 3회말 무사1루 3대3 동점 상황에서 윤영철 선수가 흔들리고 있어서 투교를 한다는건 경기를 포기하지않고 끌고 간다는거라고 저는 이해를 했는데 윤영철 선수를 내리고 올리는 선수가 김대유 이형범 저는 도저히 이해가 안되네요 윤영철 선수가 아무리 흔들리고 있다해도 선수들을 올릴거였으면 저는 윤영철 선수를 더욱 밀고 갔을거 같네요 투교를 성영탁 선수를 고려하지 못했을까요 성영탁 선수를 필승조를 쓸게 더더욱 상황에서 쓰는게 저는 백번 맞다고 생각이 듭니다 3회 동점상황에서 김대유 이형범 선수를 올린다는건 ㅋㅋㅋㅋ 그냥 돈주고 간 팬들을 기만하는거라고밖에 생각이 안드네요 선수들을 비하하는건 아닙니다 모든 선수들의 역할을 분배되어야하고 오늘 3회에서 선수들의 역할에 맞게 배치되지 못했다는 생각이 강하게 드네요 작년 7월31일 애매하게 선수 기용해서 장현식 선수까지 나오게 했던 경기가 생각날뻔했네요 아무리 야구가 마라톤 같은 스포츠라하더라도 경기처럼 초반에 던져버릴거면 팬들한테 미리 야구보러 오지 말라고 고지라도 해주세요 돈주고 보는게 너무 아까운 경기라고 생각이듭니다 감독님 제발 던질거면 신인 선수로 막는다는 생각으로 적극 기용 부탁드립니다 답도 없는 노장 말고,neutral,2025-07-08
김대유는 그렇다치고 이형범을 투입한게 패착!이형범은 얼른 버려라,2025-07-08 14:03:13+00:00,김대유는 그렇다치고 이형범을 투입한게 패착이형범은 얼른 버려라,negative,2025-07-08
상백아 전반기 마무리라도 잘해보자..,2025-07-08 14:02:50+00:00,상백아 전반기 마무리라도 잘해보자,positive,2025-07-08
시즌중반에 6할승률 한화,2025-07-08 14:02:35+00:00,시즌중반에 6할승률 한화,neutral,2025-07-08
엄대양 잼나겠네 ㅋㅋㅋ,2025-07-08 14:02:19+00:00,엄대양 잼나겠네 ㅋㅋㅋ,positive,2025-07-08
진짜 김태연  좀..... 않보고 싶다,2025-07-08 14:02:12+00:00,진짜 김태연 않보고 싶다,negative,2025-07-08
김종수 이색히는 나올때마다 점수주네 불안해서 못보겠다 증말,2025-07-08 14:02:06+00:00,김종수 이색히는 나올때마다 점수주네 불안해서 못보겠다 증말,negative,2025-07-08
우리영철이 함평좀 가서 얼굴좀 검게 만들어서 만나자^^ 다시올때 좋은 모습보여줘^^,2025-07-08 14:01:54+00:00,우리영철이 함평좀 가서 얼굴좀 검게 만들어서 만나자 다시올때 좋은 모습보여줘,positive,2025-07-08
그나저나 한화 야수 타율 실화냐 ㅋㅋㅋ 저타율에 어캐 1등이지,2025-07-08 14:01:54+00:00,그나저나 한화 야수 타율 실화냐 ㅋㅋㅋ 저타율에 어캐 1등이지,neutral,2025-07-08
답없네,2025-07-08 14:01:45+00:00,답없네,negative,2025-07-08
김종수 모냐? 완전 못던지는데 왜 나온거야?,2025-07-08 14:01:45+00:00,김종수 모냐 완전 못던지는데 나온거야,neutral,2025-07-08
김태연 눈이썩는다,2025-07-08 14:01:42+00:00,김태연 눈이썩는다,negative,2025-07-08
임기영이 아직도 잇는게 신기하다,2025-07-08 14:01:35+00:00,임기영이 아직도 잇는게 신기하다,neutral,2025-07-08
영철아 냉정하게 용접부터 배워라,2025-07-08 14:01:25+00:00,영철아 냉정하게 용접부터 배워라,neutral,2025-07-08
근데 플로리얼 말고 리베라토로 교체되면 플로리얼 올스타는 나가고 바이바이 하는거임?,2025-07-08 14:01:10+00:00,근데 플로리얼 말고 리베라토로 교체되면 플로리얼 올스타는 나가고 바이바이 하는거임,neutral,2025-07-08
기아 j밥이네요^^~♡♡,2025-07-08 14:01:00+00:00,기아 j밥이네요,positive,2025-07-08
진짜 오늘 야구 신나게 했다!!!!!!!!!,2025-07-08 14:00:44+00:00,진짜 오늘 야구 신나게 했다,positive,2025-07-08
양철이는 ..,2025-07-08 14:00:35+00:00,양철이는,neutral,2025-07-08
돌멩이 번트 킹받네😮,2025-07-08 14:00:21+00:00,돌멩이 번트 킹받네,negative,2025-07-08
기아가 다음엔 이길꺼다!!,2025-07-08 14:00:19+00:00,기아가 다음엔 이길꺼다,negative,2025-07-08
기아의 패배공식 임기영 ㅋㅋㅋㅋ,2025-07-08 14:00:01+00:00,기아의 패배공식 임기영 ㅋㅋㅋㅋ,negative,2025-07-08
김종수는 그만 좀 쓰자...,2025-07-08 13:59:39+00:00,김종수는 그만 쓰자,negative,2025-07-08
"탱구야?  뭐여!  종수는 어떡하냐?
잘좀 부탁혀",2025-07-08 13:59:35+00:00,탱구야 뭐여 종수는 어떡하냐 잘좀 부탁혀,neutral,2025-07-08
"갸) 솔까 전혀 기대는 안함.. 윤영철 대 문동주..ㅋ
첨에 그래도 비슷하게 갔는데 그냥 와르르..ㅠ",2025-07-08 13:59:30+00:00,갸 솔까 전혀 기대는 안함 윤영철 대 문동주ㅋ 첨에 비슷하게 갔는데 그냥 와르르ㅠ,neutral,2025-07-08
한화는 오바만 꾸준히 가면 월급 꽁돈임,2025-07-08 13:59:23+00:00,한화는 오바만 꾸준히 가면 월급 꽁돈임,positive,2025-07-08
1점차로 10점차로지나 똑같다 잘졌다 너무몰아치는것도 좋은건아님 기아도 롯데전에13점뽑고나서 다음날 안좋더라,2025-07-08 13:59:17+00:00,1점차로 10점차로지나 똑같다 잘졌다 너무몰아치는것도 좋은건아님 기아도 롯데전에13점뽑고나서 다음날 안좋더라,negative,2025-07-08
기아 불펜은 그냥 타율제조기이그만 ㅋ,2025-07-08 13:59:16+00:00,기아 불펜은 그냥 타율제조기이그만 ㅋ,neutral,2025-07-08
드가자 한화,2025-07-08 13:59:14+00:00,드가자 한화,negative,2025-07-08
이게 1등 버프인가.,2025-07-08 13:59:12+00:00,이게 1등 버프인가,negative,2025-07-08
내일은 엄씨니깐 경기 안봐야겟네,2025-07-08 13:59:10+00:00,내일은 엄씨니깐 경기 안봐야겟네,negative,2025-07-08
리얼이 미안하다... 아직 안갔니..?,2025-07-08 13:59:07+00:00,리얼이 미안하다 아직 안갔니,neutral,2025-07-08
상백아 낼은 편하게 볼라니까 편하게던져라 마음의 준비됐다.,2025-07-08 13:59:01+00:00,상백아 낼은 편하게 볼라니까 편하게던져라 마음의 준비됐다,neutral,2025-07-08
"아진짜 김태연 볼때마다 
짜증나네..저쉬운타구를
박찬호 실책은 리베타구가
워낙 강했으니 그렇다 처두
와 김태연 저 병맛수비는..
오늘 기아 이진급 투수들한테
2안타 쳣다고 티내냐",2025-07-08 13:58:45+00:00,아진짜 김태연 볼때마다 짜증나네저쉬운타구를 박찬호 실책은 리베타구가 워낙 강했으니 그렇다 처두 김태연 병맛수비는 오늘 기아 이진급 투수들한테 2안타 쳣다고 티내냐,negative,2025-07-08
내일은.. 볼 자신이 없어 미안해요 독수리들 😢..,2025-07-08 13:58:45+00:00,내일은 볼 자신이 없어 미안해요 독수리들,negative,2025-07-08
포수가 바뀌면 위태위태 ..,2025-07-08 13:58:09+00:00,포수가 바뀌면 위태위태,negative,2025-07-08
기아 너내 그러다 6위까지 갈수도 있다 ㅋㅋ,2025-07-08 13:58:05+00:00,기아 너내 그러다 6위까지 갈수도 ㅋㅋ,neutral,2025-07-08
종수야!!!! 탱구야!!!!!,2025-07-08 13:57:52+00:00,종수야 탱구야,neutral,2025-07-08
독수리는 호랑이를 찢어..,2025-07-08 13:57:44+00:00,독수리는 호랑이를 찢어,negative,2025-07-08
이범호를 바꾸라,2025-07-08 13:57:40+00:00,이범호를 바꾸라,positive,2025-07-08
돌맹 잘한다~~~,2025-07-08 13:57:39+00:00,돌맹 잘한다,positive,2025-07-08
나는 13:34 엄상백이 왜 웃는지 이해를 할 수 없다. 하….. 승승승승엄 예상한다,2025-07-08 13:57:39+00:00,나는 1334 엄상백이 웃는지 이해를 할 수 없다 승승승승엄 예상한다,negative,2025-07-08
"오늘 이겨서 괜히 기대를 하게 되네..😅
낼 엄이지만 혹시 몰라.....
.............ㅠㅠㅠ",2025-07-08 13:57:34+00:00,오늘 이겨서 괜히 기대를 하게 되네 낼 엄이지만 몰라 ㅠㅠㅠ,neutral,2025-07-08
빠따가 살아났어 ㅠ,2025-07-08 13:57:10+00:00,빠따가 살아났어 ㅠ,negative,2025-07-08
"한화는 돈좀 더쓰지
2만도 못들어가는 신구장 
참 쫌생이같어",2025-07-08 13:57:06+00:00,한화는 돈좀 더쓰지 2만도 못들어가는 신구장 쫌생이같어,negative,2025-07-08
"찬호가 멋진 호수비 하는 경우도 있지만 간혹 생각지 못한 장면에서 캐치 실수나 송구 실수로 어이 없는 경우가 있는데, 오늘 빅매치에서..",2025-07-08 13:57:04+00:00,찬호가 멋진 호수비 하는 경우도 있지만 간혹 생각지 못한 장면에서 캐치 실수나 송구 실수로 없는 경우가 있는데 오늘 빅매치에서,neutral,2025-07-08
리베라토 네이마르 닮지 않음???,2025-07-08 13:56:59+00:00,리베라토 네이마르 닮지 않음,neutral,2025-07-08
플로리얼 잊혀진 한화팬이라면 개추,2025-07-08 13:56:59+00:00,플로리얼 잊혀진 한화팬이라면 개추,positive,2025-07-08
"윤엥철 임기엥
쉬어가자는거지 머",2025-07-08 13:56:53+00:00,윤엥철 임기엥 쉬어가자는거지 머,neutral,2025-07-08
요즘 기아 빠따 미쳐서 쫄았는데..역시나 강하네,2025-07-08 13:56:51+00:00,요즘 기아 빠따 미쳐서 쫄았는데역시나 강하네,neutral,2025-07-08
막판에 기아 타자들 감잡아주느냐 수고 많았다 내일은 한화가 저렇게 지겄다,2025-07-08 13:56:45+00:00,막판에 기아 타자들 감잡아주느냐 수고 많았다 내일은 한화가 저렇게 지겄다,negative,2025-07-08
한국선수들이 착하다. 1회때 위즈덤이 일부러 밀었는데 이원석이 손목부상 당할뻔. 미국이었으면 주먹나감.,2025-07-08 13:56:39+00:00,한국선수들이 착하다 1회때 위즈덤이 일부러 밀었는데 이원석이 손목부상 당할뻔 미국이었으면 주먹나감,neutral,2025-07-08
"감독님 김종수선수 누구보다 열심히 하고 최선을 다하는 선수인건 애저녁에 알았는데 이제 그만 2군으로 내리셔요ㅠ 중간에서 나올때마다 불안불안 점수 내주는거 원투데이 본것도 아니라서 내리시고 다른 투수 올리세요! 제발요~ 1군은에서는 이런선수고 저런선수고, 그런거 필요없고 성적으로 실력으로 보여줘야 하는 곳 입니다",2025-07-08 13:56:21+00:00,감독님 김종수선수 누구보다 열심히 하고 최선을 다하는 선수인건 애저녁에 알았는데 이제 그만 2군으로 내리셔요ㅠ 중간에서 나올때마다 불안불안 점수 내주는거 원투데이 본것도 아니라서 내리시고 투수 올리세요 제발요 1군은에서는 이런선수고 저런선수고 그런거 필요없고 성적으로 실력으로 보여줘야 하는 곳 입니다,neutral,2025-07-08
이정도 점수차라서 허인서 타석 한번 보나 했는데 어림없지 ... ㅠ^ㅠ,2025-07-08 13:55:46+00:00,이정도 점수차라서 허인서 타석 한번 보나 했는데 어림없지 ㅠㅠ,negative,2025-07-08
캐스터 전라도 인증각이냐????,2025-07-08 13:55:40+00:00,캐스터 전라도 인증각이냐,neutral,2025-07-08
"8실점은 김태연의 지분이 정말 컸습니다.
3대3동점상황도 김태연의 점프력 쩌는 수비로 2루타를 내준 시점에서 시작이었죠.
만루홈런을 맞은 것도 김태연의 평범한 땅볼 실책부터 시작됐죠.. 병살코스였는데말이에요
수비의 중요성을 다시 깨닫습니다",2025-07-08 13:55:39+00:00,8실점은 김태연의 지분이 정말 컸습니다 3대3동점상황도 김태연의 점프력 쩌는 수비로 2루타를 내준 시점에서 시작이었죠 만루홈런을 맞은 것도 김태연의 평범한 땅볼 실책부터 시작됐죠 병살코스였는데말이에요 수비의 중요성을 다시 깨닫습니다,negative,2025-07-08
심봉사가 눈을 떳다,2025-07-08 13:55:38+00:00,심봉사가 눈을 떳다,negative,2025-07-08
심우준 마저 살아났다 전반기 끝나가니까 빠따들이 살아난게 난 오히려 두렵다 올스타 브레이크가 어떤 가뭄을 불러일으킬지.... 그래도 지금을 즐기자 ㅅㅅ,2025-07-08 13:55:33+00:00,심우준 살아났다 전반기 끝나가니까 빠따들이 살아난게 난 두렵다 올스타 브레이크가 가뭄을 불러일으킬지 지금을 즐기자 ㅅㅅ,negative,2025-07-08
태연아 개빡쳐서 수정 삼겹살가서 라면 먹고 왔다,2025-07-08 13:55:28+00:00,태연아 개빡쳐서 수정 삼겹살가서 라면 먹고 왔다,neutral,2025-07-08
심우준 타격 살아나서 다행❤,2025-07-08 13:55:17+00:00,심우준 타격 살아나서 다행,positive,2025-07-08
아니 무슨 박살을 냈네. 기아 투수 바꿀때마다 바꾸는 애들 다 조지노,2025-07-08 13:55:16+00:00,박살을 냈네 기아 투수 바꿀때마다 바꾸는 애들 다 조지노,negative,2025-07-08
그리고 문거김문거김 조롱하더니 니네 김도영은 군면제 아직까지 못 받은거 모름?ㅋㅋㅋㅋㅋㅋㅋ군면제도 못받았으면서 문거김 ㅈㄹ하는거 ㅈㄴ어이없음ㅋㅋㅋㅋㅋ햄스 달고사는 놈 누가 국대 데려가는데😊 ㅋㅋㅋㅋ,2025-07-08 13:55:00+00:00,문거김문거김 조롱하더니 니네 김도영은 군면제 아직까지 못 받은거 모름ㅋㅋㅋㅋㅋㅋㅋ군면제도 못받았으면서 문거김 ㅈㄹ하는거 ㅈㄴ어이없음ㅋㅋㅋㅋㅋ햄스 달고사는 놈 누가 국대 데려가는데 ㅋㅋㅋㅋ,negative,2025-07-08
(병살타 4개+만리런 맞기)하고도 넉넉한 점수차로 이기네 ㅋㅋㅋㅋ 내일은 엄사장 나와서 포기하는 경기인데 오늘 이겨 참으로 다행임 ㅋㅋㅋㅋ,2025-07-08 13:54:56+00:00,병살타 4개만리런 맞기하고도 넉넉한 점수차로 이기네 ㅋㅋㅋㅋ 내일은 엄사장 나와서 포기하는 경기인데 오늘 이겨 참으로 다행임 ㅋㅋㅋㅋ,neutral,2025-07-08
즈덤아 그래도 만루홈런 고맙다...ㅠ,2025-07-08 13:54:53+00:00,즈덤아 만루홈런 고맙다ㅠ,positive,2025-07-08
타선이 터지니 보기가 아주 좋네요~ 한화 화이팅!,2025-07-08 13:54:45+00:00,타선이 터지니 보기가 아주 좋네요 한화 화이팅,neutral,2025-07-08
최형우 노가다 잘하게 생겼는데 엄상백만 제 노릇 못하는구만,2025-07-08 13:54:42+00:00,최형우 노가다 잘하게 생겼는데 엄상백만 노릇 못하는구만,neutral,2025-07-08
"진짜~~김태연은 2군 투수들 상대로 안타 쳤다고~~그것도 안타 못치면 야구 때려 쳐야지~~

안타도 못치면 수비라도 실수른 하지 말아야지~~이건 뭐 잊을라면 수비 실수나하고 그렇다고 타석에서 안타를 잘치나 그것도 아니고~~~

빨리 2군좀 가라~~감독은 김태연한테 뭐 얻어 먹었냐~~왜이리 기회를 많이 주는지 모르겠다",2025-07-08 13:54:38+00:00,진짜김태연은 2군 투수들 상대로 안타 쳤다고그것도 안타 못치면 야구 때려 쳐야지 안타도 못치면 수비라도 실수른 하지 말아야지이건 뭐 잊을라면 수비 실수나하고 그렇다고 타석에서 안타를 잘치나 그것도 아니고 빨리 2군좀 가라감독은 김태연한테 뭐 얻어 먹었냐왜이리 기회를 많이 주는지 모르겠다,neutral,2025-07-08
오늘 아주 잘했구먼❤,2025-07-08 13:54:30+00:00,오늘 아주 잘했구먼,positive,2025-07-08
탱구는 1루 보면서 상대타자하고 먼 이바구를 그렇게 자주하냐? 꼴 보기 싫구로...정신 상태가 썩었다. 야구나 잘해라.,2025-07-08 13:54:29+00:00,탱구는 1루 보면서 상대타자하고 먼 이바구를 그렇게 자주하냐 꼴 보기 싫구로정신 상태가 썩었다 야구나 잘해라,neutral,2025-07-08
오늘 이겨서 위닝시리즈 욕심나는 한화팬 추천 부탁,2025-07-08 13:54:21+00:00,오늘 이겨서 위닝시리즈 욕심나는 한화팬 추천 부탁,negative,2025-07-08
심우준 요즘 잘하는거 보니까 내가 다 뿌듯하면 개추,2025-07-08 13:54:05+00:00,심우준 요즘 잘하는거 보니까 내가 다 뿌듯하면 개추,neutral,2025-07-08
왜 윤영철 빨리 내렸는지 이해못하겠넹으ㅡ,2025-07-08 13:54:01+00:00,윤영철 빨리 내렸는지 이해못하겠넹으ㅡ,neutral,2025-07-08
임기영 배팅볼투수에요?,2025-07-08 13:53:52+00:00,임기영 배팅볼투수에요,positive,2025-07-08
😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅,2025-07-08 13:53:49+00:00,,positive,2025-07-08
엄....업화이트 그는 우리의 최약체다 그 부터 꺾고와라,2025-07-08 13:53:47+00:00,엄업화이트 그는 우리의 최약체다 꺾고와라,positive,2025-07-08
잘하네..ㅎ,2025-07-08 13:53:38+00:00,잘하네ㅎ,neutral,2025-07-08
"ㅋㅋㅋ 다이너마이트 최강한화 속이 뻥~~
여름 계곡? ㄴㄴ
한화이글스 야구경기로
피서 가즈아~~~",2025-07-08 13:53:38+00:00,ㅋㅋㅋ 다이너마이트 최강한화 속이 뻥 여름 계곡 ㄴㄴ 한화이글스 야구경기로 피서 가즈아,negative,2025-07-08
이대호의 달리기가 빠를지 이재원이 빠를지 진심 궁금하다!,2025-07-08 13:53:35+00:00,이대호의 달리기가 빠를지 이재원이 빠를지 진심 궁금하다,neutral,2025-07-08
"총력전 펼친다면서 2이닝만에 선발 내리고 올린게 평자책 12점 트리오 김대유이형범임기영인게 총력전이냐 ㅋㅋㅋㅋ
윤영철 그대로 뒀어도 9점은 안 먹었겠다.",2025-07-08 13:53:30+00:00,총력전 펼친다면서 2이닝만에 선발 내리고 올린게 평자책 12점 트리오 김대유이형범임기영인게 총력전이냐 ㅋㅋㅋㅋ 윤영철 그대로 뒀어도 9점은 안 먹었겠다,negative,2025-07-08
김성근...도 못 한 1등을 김경문이가 하는 걸 보면...김성근이 야구는 별 볼 일 없는 야구...아닌가??,2025-07-08 13:53:10+00:00,김성근도 못 한 1등을 김경문이가 하는 걸 보면김성근이 야구는 별 볼 없는 야구아닌가,neutral,2025-07-08
한화는 강팀입니다.,2025-07-08 13:53:05+00:00,한화는 강팀입니다,positive,2025-07-08
3대3에서 이형범 올렸을때 게임 던진거다. 아니 어떻게 박빙에서 이형범 임기영을 올릴 생각을하지 감독이나 투코나 차라리 경험치나 주게 김태형을 올려라 그리고 양현종/네일이면 오늘 불펜 쓰는게 맞는데 오늘은 명백히 투수운영 잘못해서 겜 날린거다.,2025-07-08 13:52:36+00:00,3대3에서 이형범 올렸을때 게임 던진거다 박빙에서 이형범 임기영을 올릴 생각을하지 감독이나 투코나 경험치나 주게 김태형을 올려라 양현종네일이면 오늘 불펜 쓰는게 맞는데 오늘은 명백히 투수운영 잘못해서 겜 날린거다,neutral,2025-07-08
리베로또 넌 진짜 로또다❤️,2025-07-08 13:52:35+00:00,리베로또 넌 진짜 로또다,neutral,2025-07-08
