text,published_at,cleaned,sentiment_pred
"❤❤❤❤❤
늘  제자리를  잘지켜주는  두분이  되셨으면",2023-10-21 00:50:29+00:00,제자리 지키다,neutral
노래하는거 진짜  좋다 !!!,2023-10-21 00:47:54+00:00,노래 좋다,positive
목소리 참 소중하다❤,2023-10-20 13:36:25+00:00,목소리 차다 소중하다,positive
찬혁이는 천재다. 자기꿈을 당당히 얘기하고 그걸 받춰줄 재능과 열정도 있고. 찬혁의 꿈을 응원합니다. 화이팅!,2023-10-20 00:51:08+00:00,찬혁이 천재 당당하다 얘기 그걸 받다 추다 재능 열정 찬혁 응원 화이팅,positive
찬혁이의 저 자신감이 좋다,2023-10-19 09:50:48+00:00,찬혁이 자신감 좋다,positive
English subtitle please,2023-10-18 12:27:03+00:00,,neutral
찬혁이❤❤❤,2023-10-17 21:32:44+00:00,찬혁,neutral
"찬혁씨 해병대 다녀오고 
더 멋져진듯",2023-10-17 08:00:32+00:00,찬혁씨 해병대 다녀오다 멋지다,neutral
군필 가수 포에버...,2023-10-17 03:42:46+00:00,군필 가수 포에버,neutral
현실 남매 모습을 필터링없이 가식없이 보여줘서 넘 좋아요,2023-10-16 05:10:12+00:00,현실 남매 모습 필터 없이 가식 없이 보여주다 넘다 좋다,positive
이 남매가 대한민국에있어서 너무 행복하다,2023-10-15 16:16:46+00:00,남매 대한민국 행복하다,positive
"악뮤좋아하는데, 찬혁씨 1초 GD 랑 갈갈이 + 태호피디 짬뽕..느낌",2023-10-14 18:24:17+00:00,악뮤 좋아하다 찬혁씨 1초 갈갈 태호 피디 짬뽕 느낌,positive
뭔가 마음에 와닿네요. '뭐 프로가 중요한가? 내가 즐기는게 중요하지.',2023-10-13 15:25:20+00:00,뭔가 마음 오다 닿다 프로 중요하다 즐기다 중요하다,positive
최근 국민남매에 스며들었어요 따뜻한 음악  해피바이레스 전세계 퍼뜨리세요♡,2023-10-13 08:02:25+00:00,최근 국민 남매 스며들다 따뜻하다 음악 해피 이레 전세계 퍼뜨리세,neutral
탁월한 재능을 갖고 태어난 두분 한국음악에 한 획을 긋는 자기관리를 잘하시는 엔터테이너가 되시기를...,2023-10-13 02:37:44+00:00,탁월하다 재능 갖다 태어나다 한국 음악 긋다 관리 엔터테이너 시기,positive
"수현 어릴때모습보고 소름~~
도하영인줄^^",2023-10-13 01:28:17+00:00,수현 어리다 습보 소름 도하,negative
"50대인 내가 봐도 넘 멋지다~
젊은 친구들이 삶을 개념정리하듯 품고있는 생각도 성숙하고, 삶도 넘 단정해서 항상 응원해주고 싶네요~",2023-10-12 13:43:18+00:00,50 대인 보다 넘다 멋지다 젊다 친구 개념 정리 품다 생각 성숙하다 삶다 넘다 단정하다 항상 응원 싶다,positive
이찬혁 위인전 나오면 사람들도 반 재미삼아 은근 많이 살듯ㅋㅋㅋㅋㅋㅋ,2023-10-12 10:54:38+00:00,이찬혁 위인 나오다 사람 재미 삼다 은근 살다 ㅋㅋㅋ,positive
진짜 어른이 되어가는구나… 생각도 말도 깊고 대화도 잘하고.. 멋있다 둘 다,2023-10-12 10:42:11+00:00,어른 되어다 생각 깊다 대화 멋있다,positive
"찬혁이는 아티스트지...하고 싶은대로 다 해도 그 심성에 선함과 진중함이 있기에 신뢰가 있지,.앞으로의 음악도 기대되고,,
수현이의 목소리는 귀부터 마음까지 행복이지😊수현도 노래하면서 행복하길❤",2023-10-12 03:35:21+00:00,찬혁이 아티스트 지하 싶다 해도 심성 선하다 진중하다 신뢰 음악 기대다 수현 이의 목소리 마음 행복 수현 노래 행복하다,positive
"참 따뜻한 가정이다^^ 

보고 있는 내내 웃음이 지어지는…가족끼리는 저런 장난스런 말투와 자연스런 제스처는 그만큼 가깝지 않으면 나오지 않지!! 서로를 사랑하는 맘이 느껴지네요~",2023-10-12 01:45:15+00:00,차다 따뜻하다 가정 보고 내내 웃음 지다 가족 끼리 저런 장난스럽다 말투 자연스럽다 제스처 그만큼 가깝다 않다 나오다 않다 서로 사랑 느껴지다,positive
난 GD보다 천재뮤지션 찬혁♡♡ 악뮤 응원해요!!,2023-10-12 00:41:21+00:00,보다 천재 뮤지션 찬혁 악뮤 응원,positive
"찐. 국민남매
찬혁 수현^^",2023-10-11 15:35:32+00:00,찌다 국민 남매 찬혁 수현,neutral
하아  정말 힐링되는 그룹이야   찬혁이 하고싶은거다해,2023-10-11 06:10:06+00:00,힐링 그룹 찬혁 싶다,neutral
악뮤는 어사 널사 한곡으로 끝.더이상 무슨말이필요해,2023-10-11 04:05:33+00:00,악뮤 어사 널다 끝더 필요하다,neutral
둘이 사이 좋아서 너무 보기 좋다 ㅠㅠ 방송활동 음악 오래오래 해줘요!!!,2023-10-11 03:28:11+00:00,사이 좋다 보기 좋다 ㅠㅠ 방송 활동 음악 오래오래,neutral
이 사랑스런 남매를 어찌 사랑하지 않을수 있겠어요?,2023-10-11 02:15:31+00:00,사랑스럽다 남매 사랑 않다,positive
위인전 빵터졌네 😂,2023-10-10 05:11:58+00:00,위인 빵터지다,negative
ㅋㅋ조세먼지 뭔데 ㅋㅋㅋ😂😂😂😂,2023-10-10 03:34:53+00:00,ㅋㅋ 조세 먼지 ㅋㅋㅋ,negative
6:55 대화가 안통하네 ㅋ,2023-10-09 22:26:33+00:00,655 대화 안통,negative
그래서 더 독보적인 그룹이지. 무대에서 자유롭고 각자 하고 싶은거 하는게 보기좋음,2023-10-09 13:34:11+00:00,독보 그룹 무대 자유 싶다 보기 좋다,positive
언제봐도 두분 넘 사랑스러워요,2023-10-09 12:36:10+00:00,보다 넘다 사랑스럽다,positive
가족이 다같이 서로를 위하는 모습이 걍 성공할 수 밖에 없다,2023-10-09 10:15:59+00:00,가족 서로 모습 성공하다 없다,positive
"찬혁군,진짜로 하고 싶은거 다 하셈~",2023-10-09 06:27:19+00:00,찬혁 싶다,neutral
"5:40공기를 내앞순서로 했다는말 너무 참신하다 표현이 진짜남다르네
7:00 그리고 수현 넘웃김ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",2023-10-09 00:23:40+00:00,540 공기 순서 참신하다 표현 남다르다 700 수현 넘다 웃기다 ㅋㅋㅋ,positive
"서태지 교실이데아 라는 노래가생각나네.전국구백만의 아이들의 머리속에 모두똑같은것만 집어넣고있어~
악뮤가 모두똑같은 한국교육을 받았다면 이런 천재가 나왔을까싶다.",2023-10-08 20:57:05+00:00,서태지 교실 이데아 노래 생각나다 전국구 머리 집어넣다 악뮤 똑같다 한국 교육 받다 이렇다 천재 나오다 싶다,positive
"찬혁이가 군대 갔다오고 나이들어가니깐 멋있어지네 ㅋㅋㅋ 
남자네 ~~ ㅋㅋ",2023-10-08 19:15:08+00:00,찬혁이 군대 가다 나이 들어가다 멋있다 ㅋㅋㅋ 남자 ㅋㅋ,positive
"누구에게나 어려움이 있어요
인생 은 파도타기. 인거갇아요
다른일.도 그래요
아리랑 노래가사. 9저럼 고비고비 잘너머가서. 어른이되어갑니다",2023-10-08 02:48:04+00:00,어려움 인생 파도타기 일도 아리랑 노래 가사 저러다 고비 고비 자다 너머 가다 어른 되어다 가다,negative
"타고난 천재성
박수를보냅니다",2023-10-08 02:41:21+00:00,타고나다 천재 박수 보내다,neutral
"댓글보면서 이렇게 착하고 깨끗한 애들에게도 악플이 달리나 싶어 좀 씁쓸하네
둘이 서로 생각하는 마음, 우애 너무 보기 좋고
작곡천재 음색천재
그냥 좀 응원해주면 안되나
뭐가 그리들 꼬인건지
애들아 악플은 보지말고 선플만 보렴
언제나 응원해❤❤❤",2023-10-08 02:06:47+00:00,댓글 보다 이렇게 착하다 깨끗하다 악플 달리 싶다 씁쓸하다 서로 생각 마음 우애 보기 좋다 작곡 천재 음색 천재 그냥 응원 안되다 꼬이다 건지다 악플 보지 선플 보다 언제나 응원,positive
사랑해악뮤,2023-10-08 00:36:56+00:00,사랑 악뮤,positive
서로를  생각하는 마음이 참  이쁘고 아름답다  항상 응원할께요,2023-10-08 00:12:42+00:00,서로 생각 마음 차다 이쁘다 아름답다 항상 응원,positive
"악뮤~
찬혁 수현 
멋지고 예쁘다!~~
울애들보다 어리지만 
최애 뮤지션 아티스트~~❤",2023-10-07 13:38:02+00:00,악뮤 찬혁 수현 멋지다 예쁘다 어리다 최애 뮤지션 아티스트,positive
그래도 찬혁이햄 간지 ㅈ되잖아~,2023-10-07 08:22:22+00:00,찬혁이햄 간지,neutral
개코 잠시 나오는부분에서 GD 아닌거 알면서 그러는게 너무 웃기네 ㅋㅋㅋ,2023-10-07 07:23:55+00:00,개코 나오다 부분 아니다 알다 웃기 ㅋㅋㅋ,neutral
